"activity_names" "subject_code" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"SITTING" 27 0.269525078480053 -0.0138487249823936 -0.100185209679255 -0.980951526755319 -0.924357639526596 -0.934267250196808 0.880508402925532 0.0567359578355125 0.174956063348936 -0.976921969893617 -0.95235157006117 -0.945280366066489 0.0761389624824468 0.00620821163854521 -0.00563311178058511 -0.983053970478723 -0.971250629175532 -0.982323614361702 -0.0407401937210106 -0.0706174478404255 0.0741973309642021 -0.980223959015957 -0.966975234042553 -0.952031235957447 -0.0948875552553192 -0.0416667083995745 -0.0489520105665426 -0.983773768670213 -0.986986233776596 -0.982360732526596 -0.948937584680851 -0.931938337074468 -0.948937584680851 -0.931938337074468 -0.981062999335106 -0.97706865412234 -0.940979750691489 -0.949542443696809 -0.987334711941489 -0.984483923909575 -0.980965421303192 -0.94180271412234 -0.954106323835106 -0.981191042632979 -0.920956245316489 -0.929238933806383 -0.983285274601064 -0.971295459175532 -0.979451381329787 -0.984390631914894 -0.973411857074468 -0.983866951010638 -0.975767384148936 -0.973356245132979 -0.956760298670213 -0.981697300452128 -0.964081937260638 -0.955060618829787 -0.947555823359043 -0.934670006382979 -0.977020018590426 -0.976083520664894 -0.963929298962766 -0.949470932101064 -0.985080349069149 -0.984513379175532
"SITTING" 28 0.275977997427184 -0.0131170935157767 -0.107154082490291 -0.989331673058252 -0.953421698495146 -0.954343382184466 0.922281830825243 0.122052450121359 0.13260994325 -0.989446289271845 -0.972865145291262 -0.959320659252427 0.0759510757912621 0.0057853188010534 0.00023480694996699 -0.987679954660194 -0.978004169466019 -0.98373360223301 -0.0363906395373786 -0.0705608725786408 0.0726833877737379 -0.985032292572815 -0.974922368980582 -0.964350668543689 -0.0952819167184466 -0.0403511612291262 -0.0491271284475728 -0.98770485815534 -0.987864031019417 -0.987077831504854 -0.967742446699029 -0.959943726941748 -0.967742446699029 -0.959943726941748 -0.984746789805825 -0.983085865485437 -0.958748266504854 -0.962687165728155 -0.989599946699029 -0.986877588883495 -0.98806443092233 -0.96074626723301 -0.965663236504854 -0.989937751699029 -0.95218046315534 -0.951440810242718 -0.987916352135922 -0.977843288883495 -0.981202089854369 -0.988548874223301 -0.979878441359223 -0.98487410407767 -0.981496630728155 -0.978220719126214 -0.967869128980583 -0.986183346601942 -0.973277934902913 -0.966552513252427 -0.966443935873786 -0.962188158786408 -0.982244313834951 -0.983131806941748 -0.971793265 -0.963449182378641 -0.987247406019417 -0.987019666893204
"STANDING" 2 0.278862480298013 -0.0167032282945695 -0.109492104850331 -0.989645370430464 -0.946760790397351 -0.953716775562914 0.946168775264901 -0.170152338311258 0.0290399183845493 -0.991225858609272 -0.975697027516556 -0.962371556456954 0.0751742230562914 0.00888983781797682 -0.00331094799732119 -0.986080908576159 -0.971136995662252 -0.983844209172186 -0.026250965036755 -0.0695328550905629 0.0794090553043046 -0.959597301357616 -0.971784549072848 -0.968296963774834 -0.100137288172185 -0.0416428984334437 -0.0534508383340066 -0.97410719781457 -0.985109778576159 -0.98191418 -0.965204564900662 -0.959133502019867 -0.965204564900662 -0.959133502019867 -0.982405850496689 -0.979469074006623 -0.957115206059603 -0.948411696721854 -0.983373003642384 -0.980582216622517 -0.987773726622517 -0.954242039238411 -0.966595114569537 -0.990587577880795 -0.945832736423841 -0.95026944013245 -0.98615909013245 -0.971505386456954 -0.981171258774834 -0.987305714403974 -0.972863615794702 -0.985146839536424 -0.958439285331126 -0.974378654569536 -0.969010798807947 -0.960537546655629 -0.970551848344371 -0.971070812185431 -0.966020152086093 -0.961333521754967 -0.97921886705298 -0.978706925728477 -0.962177359900662 -0.948913574437086 -0.981651744602649 -0.980369093609271
"STANDING" 4 0.278804418264984 -0.0165873135977918 -0.103463915215457 -0.982578503470032 -0.9138584370347 -0.927844490157729 0.951236140094637 -0.14504349009694 0.0566513235661199 -0.988803135425868 -0.961036778328076 -0.944176363769716 0.0747959881268139 0.00851083979929653 -0.00598959722483281 -0.976294805930599 -0.957623654479495 -0.976308419211356 -0.0276432368819874 -0.0696155590713565 0.0851065982637224 -0.92882859362776 -0.957430522902208 -0.942977351451104 -0.100897326987697 -0.0428428054495268 -0.0535401740784227 -0.959018554195584 -0.978899681451104 -0.970606561892744 -0.942798453059937 -0.933475981861199 -0.942798453059937 -0.933475981861199 -0.972754732555205 -0.965971918958991 -0.928936447823344 -0.914061186246057 -0.974876390788643 -0.968790111608833 -0.978785967539432 -0.929051928170347 -0.949199996309148 -0.984500013753943 -0.911682489466877 -0.92240539955836 -0.976312234637224 -0.957452124353312 -0.972280866687697 -0.97856795318612 -0.961085967697161 -0.979102622397476 -0.926350768769716 -0.962247481198738 -0.944937973343849 -0.930662297570978 -0.955299441892745 -0.947696042334385 -0.945913728675079 -0.937196491861199 -0.965715808233438 -0.965440514195584 -0.935563925772871 -0.915840919747634 -0.970159467066246 -0.969081441735016
"STANDING" 9 0.276963759618056 -0.0174322922023611 -0.107860790409722 -0.9837217409375 -0.928963391527778 -0.943503447142361 0.949428234722222 -0.186638139045139 -0.0130560882384028 -0.9901326465625 -0.972630281979167 -0.961016182118056 0.0763165803298611 0.0107091358856076 -0.00378375739960764 -0.976957297569444 -0.959600671284722 -0.978765538298611 -0.0274088668063194 -0.0744833266045486 0.0847174595652778 -0.929397010277778 -0.957588543020833 -0.954703571145833 -0.100078344151042 -0.0407210122923611 -0.0530506590625 -0.959773887986111 -0.977200576076389 -0.974521939652778 -0.954588599131944 -0.948878284791667 -0.954588599131944 -0.948878284791667 -0.974600383159722 -0.967253338090278 -0.930144931666667 -0.914272803055555 -0.974618402604167 -0.967608441944444 -0.979888116840278 -0.939213285 -0.959640000590278 -0.985699593020833 -0.927998410451389 -0.939395733541667 -0.9769205734375 -0.959708065902778 -0.975099697569445 -0.979180218715278 -0.962604934861111 -0.981174515416667 -0.928463089444444 -0.9612094984375 -0.956109828611111 -0.930915988888889 -0.956080787256945 -0.958527417013889 -0.954954818125 -0.953014547638889 -0.966717238472222 -0.967117418402778 -0.9373739725 -0.915481286041667 -0.968736507777778 -0.968219001215278
"STANDING" 10 0.281967178333333 -0.0134068538250833 -0.10449397584375 -0.980088911354167 -0.920947405833333 -0.9242061665625 0.935405422291667 -0.23118723953125 -0.0304950390253125 -0.987760958854167 -0.966906078958333 -0.943906825104167 0.075021816625 0.00951585672083333 -0.00467433097697917 -0.97328987125 -0.959248785833333 -0.971447968125 -0.0279246644301042 -0.0703391305572917 0.0754302294270833 -0.933691781875 -0.940490718645833 -0.952234916666667 -0.0991114299791667 -0.0431454444916667 -0.0511820031458333 -0.9635642890625 -0.967367678854167 -0.973686561041667 -0.942434113333333 -0.935486961875 -0.942434113333333 -0.935486961875 -0.97124767375 -0.962526199375 -0.9293418096875 -0.907538356770833 -0.9716857975 -0.961586107083333 -0.976162504270833 -0.93526216375 -0.945727285833333 -0.982030903333333 -0.918531543125 -0.919026585208333 -0.973832967916667 -0.959384380625 -0.967195903958333 -0.975165669270833 -0.962166109583333 -0.974365419166667 -0.934108582083333 -0.945433721458333 -0.953132894895833 -0.934724462604167 -0.938228955 -0.956323044270833 -0.947432504375 -0.938976745208333 -0.962592950729167 -0.96154734875 -0.930625168541667 -0.9094242165625 -0.9639749365625 -0.961055426875
"STANDING" 28 0.280458336988636 -0.0128132266348295 -0.104606754861489 -0.976771106136364 -0.911574711022727 -0.919879708465909 0.946168589204545 -0.205329998252273 0.0609968645170455 -0.983318189488636 -0.956962615284091 -0.939594579147727 0.074461834186875 0.00474058813295455 -0.00803179888009091 -0.970758736761364 -0.952483769772727 -0.976232305795455 -0.0264290805582955 -0.0555357621982955 0.0708147139664773 -0.932010857840909 -0.948611653181818 -0.932690727954545 -0.0973275162613636 -0.0442869540761364 -0.0448303493607955 -0.957999398693182 -0.974456608295455 -0.96400965625 -0.938288887045454 -0.925604367840909 -0.938288887045454 -0.925604367840909 -0.969122657613636 -0.961016275795455 -0.921938746590909 -0.908333357897727 -0.971427570227273 -0.965980781818182 -0.972849772840909 -0.924809599204545 -0.94649149875 -0.978709588863636 -0.910456113232955 -0.913276457045454 -0.971079497670455 -0.953069788863636 -0.972645787443182 -0.973206861363636 -0.95537616875 -0.978510980965909 -0.931631467897727 -0.954310058579545 -0.933565056704545 -0.933451236136364 -0.946173030113636 -0.939052570852273 -0.938739449488636 -0.93036464625 -0.960484625738636 -0.960765502272727 -0.933239031761364 -0.909506140113636 -0.968384093352273 -0.965166364147727
"STANDING" 29 0.280835853139535 -0.0160568229031977 -0.105626730568721 -0.984157545988372 -0.936682206773256 -0.937840851598837 0.940685403517442 -0.170595789070814 -0.0692808701061046 -0.984545789418605 -0.96819263502907 -0.946909973953488 0.0743663421450872 0.00775866067972965 -0.00525873155218314 -0.983253227761628 -0.96878876744186 -0.978481792034884 -0.026533685075843 -0.0613397053735465 0.0770929953677326 -0.960989657558139 -0.963443426104651 -0.963184420436046 -0.0988390708880814 -0.0434680621973837 -0.0512303504868895 -0.971518568895349 -0.980458971017442 -0.980738234476744 -0.955322754912791 -0.945897578377907 -0.955322754912791 -0.945897578377907 -0.978906698052326 -0.975000679040698 -0.953140020843023 -0.940598773255814 -0.98092913127907 -0.975739869098837 -0.982624350523256 -0.948013177965116 -0.954631543255814 -0.984970274534884 -0.934746303866279 -0.933814254127907 -0.983236527936047 -0.96945409380814 -0.975345841802326 -0.984849915465116 -0.970358006133721 -0.980273562122093 -0.956182525174419 -0.966626135290698 -0.964446740901163 -0.962925035610465 -0.962035669215116 -0.966247426686046 -0.956904410319767 -0.948392520759884 -0.97449315994186 -0.974625412209302 -0.954241559447674 -0.942385879302326 -0.97732654119186 -0.975222934186047
"STANDING" 30 0.278502551801567 -0.0167015905367624 -0.108219993958956 -0.987258395300261 -0.94814227075718 -0.951324031070496 0.923811111279373 -0.216815333669452 -0.0880593077364491 -0.988577327154047 -0.976112587571802 -0.961205702950392 0.0749913650887728 0.0101803643721253 -0.0028035042191671 -0.983409926684073 -0.970845583002611 -0.983632801749347 -0.025643252326658 -0.0702685476055614 0.0813772106788512 -0.955678609477807 -0.968114309791123 -0.968499799007833 -0.100236427349347 -0.0414672467370757 -0.0534576574679373 -0.974165144412533 -0.985598391827676 -0.984056611827676 -0.963818495848564 -0.958606411932115 -0.963818495848564 -0.958606411932115 -0.981992059451697 -0.976673737284595 -0.952953322010444 -0.944234481984334 -0.984332598198433 -0.980816056266319 -0.98492318926893 -0.954982080208877 -0.965476440678851 -0.988422165587467 -0.947412598877285 -0.947317777650131 -0.983292688825065 -0.970734000104439 -0.980798793498694 -0.985105868720627 -0.973275447519582 -0.985162862140992 -0.95440584308094 -0.972596109086162 -0.970124469869452 -0.956800308146214 -0.966004651592689 -0.97092781843342 -0.965843575874674 -0.960640996475196 -0.976365299556136 -0.97600119537859 -0.96018116383812 -0.944341846814621 -0.981617912793734 -0.98091943154047
"WALKING" 1 0.277915250489914 -0.0175368209698646 -0.110151183691643 -0.304190061230548 0.0682049156273775 -0.292314700778386 0.945798792391931 -0.217435492181556 -0.0637141784494986 -0.978027125331412 -0.965418603948127 -0.953592843717579 0.0781209627960519 0.00796398044005764 -0.0081170152343804 -0.223507157120461 0.00325945049596542 -0.483934122509164 -0.0261753871594524 -0.076205788947781 0.0790901824432277 -0.466735313472622 -0.298585817445677 -0.374948487550432 -0.0998153261188069 -0.0396929635407781 -0.0500742043429683 -0.252135123453026 -0.410701095568011 -0.360902235649568 -0.15307230912853 -0.267518175282421 -0.15307230912853 -0.267518175282421 -0.206643789985591 -0.119994647462939 -0.276741527457349 -0.329712331736311 -0.373553169279539 -0.371976050072334 -0.258805262458213 0.044272954870317 -0.343121029255418 -0.324637423691643 0.0120547560074928 -0.321684502743256 -0.263064380565447 -0.0902815667456801 -0.453527102867089 -0.251973373669164 0.0375878320386455 -0.512714754163689 -0.315762527049568 -0.307240748977522 -0.291467367999424 -0.516234581680115 -0.300431515048703 -0.464243426916427 -0.199683817561383 -0.423702158097983 -0.116564135684092 -0.132398593751182 -0.330128884733055 -0.449023915247839 -0.394501419965908 -0.390035733175216
"WALKING" 3 0.27301175627566 -0.018802888781085 -0.109854204753666 -0.329097361246041 -2.57841427272727e-05 -0.252217458049472 0.910145628387097 -0.197635783947214 -0.133656609953079 -0.978009219765396 -0.964912801583578 -0.955128196686217 0.0792400975767449 0.0105771330539634 0.00497382973251906 -0.342280489307302 -0.153979216560674 -0.516834346219062 -0.021430534921437 -0.0754215857692669 0.072533896228195 -0.470254931129032 -0.364767106630381 -0.297326142693842 -0.101806614009757 -0.0454088257808798 -0.0470303265395894 -0.438086556656892 -0.608885379228739 -0.50108800688563 -0.157542121789736 -0.375313323621114 -0.157542121789736 -0.375313323621114 -0.286839090488504 -0.316021650630499 -0.263981763855015 -0.420051324923754 -0.527678532683284 -0.612952161707918 -0.338317595053959 -0.0481909389711437 -0.35442024436217 -0.326755564675953 -0.039437773822434 -0.258482916451877 -0.383921575164399 -0.216367958065396 -0.48664352783871 -0.358258762139883 -0.143955313182581 -0.546019943002933 -0.379082855829912 -0.44299246683871 -0.313888715315601 -0.500988674433138 -0.328115942110821 -0.35797889670088 -0.332397348512375 -0.499008511612903 -0.31005390882346 -0.330897350397067 -0.471587112303812 -0.486875716483871 -0.615608393917889 -0.638490783211144
"WALKING" 5 0.277792059337748 -0.0176042237180232 -0.109231566519868 -0.315801967111291 -0.0484015148193378 -0.193484560829801 0.92857235410596 -0.201008936837748 -0.0111900758344371 -0.975375303675497 -0.965702507649007 -0.9512318 0.078411258979404 0.0150713876137417 -0.0058343382781457 -0.254529625126358 -0.119138636084745 -0.361592608574834 -0.0258648858883444 -0.0769390852942715 0.0906279942458609 -0.402161777669536 -0.33419767934106 -0.322460663180132 -0.0936324418175497 -0.0424661275760927 -0.0622523268432119 -0.335299515369868 -0.425039376538411 -0.447203744009603 -0.15740823341 -0.32913622320447 -0.15740823341 -0.32913622320447 -0.20489355053245 -0.176474429801324 -0.235295937994007 -0.306753026429139 -0.39663775774106 -0.401289122218675 -0.319546777992715 -0.0606385294258278 -0.260091896803311 -0.31551899208245 -0.104171852818212 -0.223022673512252 -0.308132336543377 -0.180336582872517 -0.351166806913907 -0.266028722182119 -0.111986803304543 -0.372203598482748 -0.276430788009934 -0.356851662950331 -0.288788503785099 -0.444860810543245 -0.327798024965232 -0.396741010731788 -0.260462874825828 -0.477445266970199 -0.195791944266954 -0.160289494615894 -0.333579961096358 -0.410903635628808 -0.443706369990728 -0.391976356196026
"WALKING" 6 0.276730577138462 -0.016968256624292 -0.105591943546769 -0.336072590067692 -0.131293658057569 -0.300644278744615 0.947558583230769 -0.199578776861538 0.00262409750981538 -0.978391353015385 -0.971940022830769 -0.954236825661539 0.0732519441204615 0.0159080425963077 -0.00450091802513846 -0.309807914716 -0.154584663475477 -0.519612566738461 -0.0552594611022769 -0.0525313728448308 0.0954445389052308 -0.527029783292308 -0.375614497286769 -0.343929759161231 -0.0891675839624215 -0.0516148027544615 -0.0514468641265231 -0.441219884553846 -0.613389264553846 -0.472839377784615 -0.216057047772 -0.388089905630769 -0.216057047772 -0.388089905630769 -0.29203476016 -0.271422205767692 -0.3081871383308 -0.440081273766154 -0.538981029815385 -0.596331583107692 -0.303904770136461 -0.113037928039077 -0.366376842923077 -0.350076475332308 -0.197626492802462 -0.321635994055385 -0.332159306372308 -0.205865416829846 -0.480931912584615 -0.349419762212308 -0.157155780536923 -0.557305186369231 -0.418095178953846 -0.447380432654185 -0.343874613203077 -0.563861694061539 -0.342373132779692 -0.405759774916923 -0.333886088532308 -0.517594932923077 -0.262312622415385 -0.288921731696923 -0.482286140276923 -0.509240085261538 -0.607425893292308 -0.610979161630769
"WALKING" 7 0.276863110454545 -0.0172140716103214 -0.108568542461039 -0.275339966388961 -0.0668762777535714 -0.329377627790455 0.943679134675325 -0.160048314153896 -0.0434168852311039 -0.978186277824675 -0.968475459188312 -0.957160634253247 0.0753431289182792 0.0130764671249026 0.00197140901168831 -0.186393674515909 -0.113238547454968 -0.514725274707792 -0.0451975852352922 -0.0649740425969903 0.0946002569094481 -0.491953658214286 -0.407921079844156 -0.364238433811688 -0.0942178251983766 -0.0406230807022727 -0.0569843119791883 -0.416346749227273 -0.554122013431818 -0.473502527357143 -0.16289742403911 -0.331152020657792 -0.16289742403911 -0.331152020657792 -0.213769083994185 -0.183574173008019 -0.315074920576623 -0.428943235188312 -0.494800408733766 -0.544421094113636 -0.255524985823052 -0.0772995539498052 -0.387403175386364 -0.284779813995779 -0.122688266529578 -0.352575602381429 -0.253257074949351 -0.17949480502461 -0.485328387152597 -0.190827305741429 -0.101322779208636 -0.543044117305195 -0.36149866766461 -0.431490816415584 -0.327364735495779 -0.534585085876623 -0.401148321672078 -0.436710398084416 -0.26123012198539 -0.479277580714286 -0.188552446143506 -0.183662752963377 -0.453982042571429 -0.512958454902597 -0.549887021155844 -0.570321470074675
"WALKING" 8 0.274889100909091 -0.0222768856979798 -0.111788845777778 -0.349910135383838 0.137549927439394 -0.269315397030303 0.933990843939394 -0.212465072474747 -0.0919411040606061 -0.977267988282828 -0.961210578383838 -0.95976897040404 0.0736166996777778 -0.0030895448010101 -0.00258464706060606 -0.313442586460606 -0.0518767865050505 -0.44762881989899 -0.0375640261989899 -0.0713014195125252 0.0910315217616162 -0.430505099979798 -0.227115000880808 -0.302701427474747 -0.0682656580232323 -0.0543471987939394 -0.0658024751727273 -0.384678151282828 -0.345493510545455 -0.402005288723232 -0.145684809449253 -0.336146786545455 -0.145684809449253 -0.336146786545455 -0.238714892293939 -0.222377622187879 -0.192009342543434 -0.337971113241414 -0.364520596292929 -0.386192844355556 -0.341642280106061 0.0709159124141414 -0.321100373616162 -0.354309478808081 0.0989136974949495 -0.299008288717172 -0.348989217151515 -0.117765832860606 -0.419034015858586 -0.338201152107071 -0.0437286667268687 -0.474814098686869 -0.304275567360606 -0.253119076414848 -0.268107123130303 -0.472102237232323 -0.218995138992929 -0.380224486606061 -0.244864834872727 -0.498515686464646 -0.212152311096364 -0.242145190071313 -0.322418495002222 -0.469874136151515 -0.405329384852727 -0.405386363890909
"WALKING_DOWNSTAIRS" 17 0.287501317333333 -0.016237154789823 -0.106242251249558 0.117256386609649 0.0961881196023304 -0.20126093616646 0.931036247905605 -0.187960548790855 -0.0562851869334009 -0.951945158820059 -0.935127958466077 -0.9136775920059 0.09015870330059 0.00608219262371682 -0.00915869158492625 0.0289731466681121 -0.00713903507227139 -0.391836034903245 -0.0933490069759587 -0.0493469147463127 0.0929829062635988 -0.350203798360177 -0.290600499379351 -0.22617126099587 -0.0605313349239823 -0.0536566239055162 -0.0504414745625369 -0.363655525874336 -0.393463772501475 -0.214556604689381 0.11521786957531 0.142900116463038 0.11521786957531 0.142900116463038 -0.0618666207682301 0.0349724890183186 -0.109513118099823 -0.219560230988791 -0.350903048536873 -0.375704038886903 0.0832145178899705 0.0975767490863127 -0.228585121431858 0.127030839884661 0.0244013190923304 -0.253013539683776 -0.00579150105634218 -0.0664360772162242 -0.339812951054277 -0.02880102660141 -0.0110728733944454 -0.44290063119469 -0.222691852886726 -0.254008838486431 -0.088428615379351 -0.394929249102655 -0.321805665466667 -0.35015787980531 0.185827795769617 -0.0634495858162242 0.0674707659541593 -0.0183185923150442 -0.233215145055752 -0.353568059661121 -0.368890865231563 -0.430799726208643
"WALKING_DOWNSTAIRS" 19 0.288255963158333 -0.0161904394091167 -0.105959222580772 0.224867256226667 0.152012364069972 -0.0439065510244444 0.902124765861111 -0.17875023165 -0.112311008618333 -0.940581485138889 -0.937663154277778 -0.9093009625 0.0827059480061111 0.00070653991372222 -0.007512640327 0.0637609567761111 -0.0570974294536111 -0.27925724275875 -0.0655294339508333 -0.0578287542630556 0.0863127680692222 -0.305611155866389 -0.254009698897778 -0.246528383738889 -0.09063599046375 -0.0499527930015833 -0.0532302646907778 -0.396355177323056 -0.380993900093056 -0.343058386701028 0.239578995397139 0.218423640543556 0.239578995397139 0.218423640543556 -0.0238029874971389 0.0753559686196944 -0.0702797105617778 -0.201403883708333 -0.364060772648611 -0.3999609636275 0.133575954264639 0.119315563379556 -0.0668352531571389 0.253845058756306 0.0943911880238056 -0.111836646743056 0.0108302607797222 -0.0885671562908333 -0.208346287815556 0.0215150948722778 -0.0888923467281944 -0.350052110159833 -0.196927219538333 -0.222773440258889 -0.147523018511944 -0.344252123018333 -0.282721701528 -0.352508555450556 0.25286399452 0.00519641569972222 0.102805797494111 0.0288262530330556 -0.230695716134444 -0.327132597559444 -0.384539188387667 -0.466150239286111
"WALKING_DOWNSTAIRS" 21 0.286890241061274 -0.0167913169253333 -0.105417681288971 0.0627213921943627 -0.0286606199209559 -0.275575445056863 0.93550191122549 -0.138015886984902 0.0286686556839706 -0.953454978921569 -0.931779741446078 -0.908810921764706 0.101367559686691 -0.00286784273455882 -0.0125233213647059 -0.0998061612787745 -0.11674553531814 -0.470655393970588 -0.0792530422564583 -0.0562854454409534 0.0987662424295343 -0.31063976588701 -0.425761181865196 -0.335128507345735 -0.0735518613646078 -0.0517002445335784 -0.0592997651103676 -0.361444807472549 -0.590775381181373 -0.383382249243873 0.0385907237200735 0.0686663129297549 0.0385907237200735 0.0686663129297549 -0.18273974904174 -0.0865074297365196 -0.169655362863554 -0.286440572455147 -0.495314023593137 -0.521948610784559 -0.0033439927979902 -0.00154377687254902 -0.303243739163309 0.0844649766553431 -0.107628823441373 -0.320166598464461 -0.12771208111201 -0.15301862241348 -0.417502863659314 -0.15356912701348 -0.138656234971569 -0.523532709607843 -0.195270166736765 -0.431208509203186 -0.232170220692647 -0.352593464523211 -0.430913577468137 -0.436231597039216 0.0799430544247549 -0.106407911018995 -0.0765499766251716 -0.108782812019558 -0.356367486478015 -0.366709421346152 -0.525673300245098 -0.552156187348039
"WALKING_DOWNSTAIRS" 22 0.290416824632107 -0.0158888169755401 -0.105448118008696 -0.015434762632107 0.027045729379097 -0.240142274753344 0.938221163210702 -0.175725628230435 -0.0656563749599666 -0.953239104916388 -0.932591499832776 -0.91986499458194 0.0794542560952007 -0.000321767898762541 -0.00452694024698997 -0.132755615016054 -0.110297088403311 -0.404923309946488 -0.10227898756388 -0.0468112015605017 0.10109403038592 -0.380826895292977 -0.380782919411371 -0.272294407306355 -0.0644595290060201 -0.0495346292023411 -0.0550031141698997 -0.416806859049833 -0.480062271595318 -0.355657055295652 0.00436376784113712 0.0290699258434783 0.00436376784113712 0.0290699258434783 -0.177570846586154 -0.0651004929001003 -0.170011968723077 -0.300011432068629 -0.448305644839465 -0.453652143761538 -0.0848081000602007 0.0143597057107023 -0.25160136592709 0.00847966669384615 -0.0331667455451505 -0.297781063287559 -0.172168271406753 -0.156500032213378 -0.360946862657191 -0.170185777758572 -0.12108645706689 -0.447740599769231 -0.268705678608729 -0.348812111799666 -0.184140186959197 -0.420599687722408 -0.408299683378261 -0.372131659485619 0.0475012252761873 -0.143794839810368 -0.0734256478608696 -0.0642731808328094 -0.332993291094314 -0.403498407347826 -0.46112184783913 -0.484294002023746
"WALKING_UPSTAIRS" 8 0.259824214214286 -0.0289697130474176 -0.107634683614286 -0.225029736445055 0.0714727883686813 -0.262371175175275 0.905217263406593 -0.338144436593407 -0.0817749318262088 -0.952258482417582 -0.919691192472528 -0.914107349120879 0.0792887233263736 0.0225663469849451 -0.0147896108763187 -0.363485911472527 -0.238095859878571 -0.691208221373626 0.0406113761010989 -0.13326917717967 0.0421558256196703 -0.470072080159341 -0.35609420795989 -0.404033592769231 -0.117748353489725 -0.0464657978162088 -0.0483436412437912 -0.469686709269231 -0.669183890769231 -0.469002008725275 -0.0873540627897802 -0.253956436884615 -0.0873540627897802 -0.253956436884615 -0.376418406950549 -0.393816351956044 -0.235285050295604 -0.308380054608791 -0.569721413241758 -0.639928890879121 -0.305183755681319 -0.0568017699082418 -0.478407361153846 -0.196781212645385 0.0650645018395604 -0.218877294250549 -0.405504257252747 -0.286921364893352 -0.663888858956044 -0.377049790043956 -0.236369582739011 -0.717173205549451 -0.365228258602198 -0.491017908846154 -0.323160468168132 -0.506548742692308 -0.293623227774725 -0.488583402197802 -0.268887334779341 -0.362885434032967 -0.363422747175824 -0.441132857994505 -0.410078742923077 -0.3629054377 -0.639687309010989 -0.66696583021978
"WALKING_UPSTAIRS" 11 0.261294208756329 -0.0256093636514873 -0.119524999063608 -0.222070152788038 0.0241917047094937 -0.0414877734901899 0.837961486708861 -0.289356989018987 -0.188110038619937 -0.94175907 -0.926164834177215 -0.895427013544304 0.0769477008874051 -0.00377871081829114 -0.0059062147221519 -0.339495400731013 -0.317451290457247 -0.577038649101266 0.0193554590502215 -0.0911457052022152 0.0348591998337342 -0.419398056335443 -0.216829279394304 -0.170768293173101 -0.112428170693386 -0.041487271372943 -0.0498377828976899 -0.548116217535127 -0.613607507025316 -0.561134597675759 -0.043043961688481 -0.205601263262468 -0.043043961688481 -0.205601263262468 -0.351900464157595 -0.367937087702532 -0.0757613354041139 -0.212863817454747 -0.572430543006646 -0.637740905401899 -0.275222058708544 -0.106819746726899 -0.280883227381013 -0.203608468621361 0.0212122543136076 -0.00100041257341772 -0.374234426559494 -0.345686201239557 -0.54265401193038 -0.363136550523576 -0.334139044423734 -0.610498500822785 -0.37175991621519 -0.36877332625269 -0.2640296732 -0.441198786351266 -0.14913891055981 -0.222948346741772 -0.224485630224367 -0.320950543281646 -0.331748704048101 -0.424405222133671 -0.360845140531013 -0.255743615400316 -0.626170510071203 -0.681200109541139
